nationality,position,overall,age,hits,potential,team,class
52,62,66,26,0,69,258,0
117,206,66,33,0,66,168,0
149,136,66,23,0,71,387,0
74,188,66,31,0,66,303,0
128,7,66,25,0,70,435,0
13,38,66,24,0,71,669,0
74,38,66,26,0,69,140,0
16,8,66,34,1,66,259,0
121,101,66,25,0,70,578,0
112,88,66,30,0,66,395,0
141,7,66,30,0,67,587,0
151,101,66,27,0,69,589,0
153,148,66,25,0,69,622,0
149,22,66,25,1,70,309,0
27,8,66,26,0,71,373,0
27,7,66,27,0,69,593,0
27,231,66,31,0,66,593,0
27,121,66,30,0,66,641,0
33,131,66,28,0,66,391,0
29,50,66,30,0,66,62,0
149,23,66,25,0,71,313,0
4,62,66,28,0,66,461,0
120,188,66,24,0,70,51,0
104,188,66,29,0,66,519,0
11,180,66,24,0,71,545,0
52,110,66,25,0,71,626,0
11,48,66,25,1,69,688,0
52,7,66,27,1,69,406,0
154,148,66,27,0,66,208,0
149,48,66,30,1,68,602,0
6,7,66,28,0,68,398,0
136,50,66,28,1,67,515,0
96,22,66,30,0,66,324,0
52,48,66,36,0,66,658,0
6,9,66,26,0,70,559,0
56,108,66,26,0,67,565,0
121,212,66,29,0,66,578,0
52,101,66,25,1,70,143,0
149,52,66,30,0,66,705,0
104,188,66,28,0,66,698,0
149,48,66,29,0,66,602,0
136,189,66,25,1,71,562,0
4,130,66,28,0,66,149,0
104,7,66,28,0,67,251,0
44,148,66,23,1,71,98,0
17,188,66,25,0,71,115,0
4,54,66,27,2,67,651,0
82,97,66,30,0,66,585,0
52,189,66,27,0,67,248,0
44,143,66,25,0,68,83,0
27,153,66,27,0,67,373,0
27,69,66,29,0,66,329,0
112,45,66,25,0,69,556,0
82,50,66,26,0,69,577,0
4,101,66,27,0,67,150,0
33,7,66,27,0,69,189,0
141,144,66,26,0,69,455,0
130,103,66,26,0,70,382,0
27,148,66,28,0,66,591,0
27,88,66,27,0,66,591,0
153,130,66,24,0,69,574,0
153,7,66,27,0,67,249,0
51,214,66,25,0,68,94,0
112,38,66,26,1,69,541,0
4,149,66,31,0,66,63,0
38,22,66,26,0,69,228,0
136,221,66,26,1,69,109,0
132,48,66,26,0,70,188,0
82,143,66,27,0,67,577,0
82,48,66,28,0,69,331,0
117,188,66,29,0,66,168,0
82,84,66,26,2,69,577,0
26,39,66,37,0,66,197,0
29,48,66,30,0,67,178,0
97,22,66,27,0,67,160,0
136,184,66,27,0,67,509,0
112,38,66,27,0,67,279,0
111,188,66,27,0,67,543,0
74,48,66,25,0,70,492,0
150,22,66,32,0,66,139,0
11,48,66,27,0,69,274,0
57,228,66,26,0,67,404,0
63,7,66,26,1,70,109,0
18,48,66,25,2,71,55,0
22,50,66,25,1,71,685,0
121,22,66,25,1,70,670,0
17,7,66,29,0,67,699,0
140,103,66,24,0,70,712,0
57,225,66,27,3,67,340,0
129,7,66,26,0,71,218,0
120,13,66,25,2,71,571,0
6,127,66,26,1,68,241,0
74,101,66,26,0,68,138,0
129,7,66,32,3,66,270,0
29,101,66,25,1,70,370,0
44,77,66,25,1,69,416,0
41,48,66,25,0,71,103,0
90,221,66,27,0,66,618,0
130,50,66,26,0,66,9,0
13,148,66,28,0,66,640,0
117,48,66,33,0,66,167,0
44,39,66,25,0,71,599,0
136,19,66,29,0,67,509,0
6,103,66,29,0,66,278,0
57,148,66,26,2,67,202,0
121,50,66,27,0,67,611,0
21,7,66,25,1,70,650,0
4,22,66,27,0,68,679,0
43,32,66,29,1,66,504,0
156,48,66,30,0,66,208,0
104,188,66,25,0,69,426,0
112,7,66,25,0,71,445,0
56,62,66,26,0,69,609,0
141,79,66,30,0,66,379,0
104,22,66,27,0,68,519,0
38,22,66,25,0,70,218,0
44,77,66,25,3,70,416,0
52,83,66,28,0,66,618,0
56,62,66,29,1,66,563,0
52,22,66,30,0,66,43,0
44,188,66,26,0,69,368,0
99,188,66,27,0,69,603,0
4,7,66,35,0,66,159,0
4,52,66,29,0,68,490,0
57,221,66,25,1,71,88,0
124,50,66,30,0,66,301,0
18,101,66,31,0,66,586,0
104,116,66,30,0,66,698,0
129,8,66,26,0,71,269,0
141,22,66,28,0,67,669,0
6,7,66,26,0,69,557,0
26,7,66,33,1,66,116,0
26,188,66,31,0,66,106,0
4,48,66,27,0,69,207,0
117,48,66,33,0,66,164,0
26,32,66,34,0,66,107,0
26,115,66,29,0,66,185,0
29,50,66,37,0,66,168,0
29,19,66,39,0,66,535,0
26,22,66,27,0,69,46,0
29,19,66,34,0,66,214,0
29,188,66,29,0,66,213,0
29,76,66,26,0,67,44,0
26,38,66,29,1,66,663,0
26,62,66,24,2,71,663,0
26,48,66,27,0,70,663,0
29,7,66,31,0,66,535,0
26,65,66,30,0,66,210,0
26,22,66,31,0,66,106,0
29,0,66,29,0,66,213,0
74,83,66,24,2,71,493,0
127,7,66,27,1,71,37,0
39,212,66,25,0,69,99,0
121,38,66,25,1,71,218,0
112,188,66,29,0,66,415,0
121,7,66,33,0,66,684,0
26,228,66,30,0,66,185,0
140,153,66,26,2,69,359,0
127,7,66,27,0,69,40,0
44,207,66,25,1,69,465,0
82,8,66,28,1,67,577,0
62,95,66,26,0,69,308,0
56,19,66,26,0,68,137,0
74,38,66,26,0,69,501,0
6,9,66,29,0,66,241,0
97,196,66,31,1,66,446,0
52,22,66,27,0,66,230,0
109,221,66,26,0,68,379,0
124,155,66,32,0,66,298,0
127,101,66,29,0,66,29,0
134,50,66,34,2,66,499,0
55,32,66,26,0,69,609,0
56,52,66,28,0,68,609,0
56,22,66,29,1,66,639,0
56,22,66,30,2,66,246,0
103,201,66,29,0,66,1,0
56,179,66,27,0,67,335,0
5,7,66,27,0,68,436,0
44,56,66,25,1,70,23,0
42,188,66,31,3,66,302,0
141,22,66,26,0,69,273,0
15,8,66,30,1,66,302,0
120,8,66,28,0,69,51,0
21,206,66,24,1,71,545,0
104,50,66,26,0,69,547,0
160,188,66,30,0,66,622,0
127,188,66,26,2,69,35,0
18,22,66,31,2,66,586,0
82,7,66,31,1,66,597,0
74,192,66,30,1,66,142,0
131,188,66,26,0,69,524,0
56,48,66,27,1,70,675,0
153,48,66,31,0,66,476,0
39,38,66,27,0,68,524,0
6,57,66,28,0,66,278,0
6,188,66,26,0,69,701,0
6,7,66,28,0,66,524,0
6,148,66,27,2,66,3,0
120,48,66,29,0,67,700,0
59,54,66,26,3,68,120,0
56,151,66,30,0,66,1,0
127,188,66,33,0,66,29,0
44,189,66,25,0,69,423,0
44,7,66,28,0,68,505,0
56,47,66,26,2,69,203,0
6,70,66,26,0,69,278,0
120,22,66,29,0,66,409,0
56,39,66,26,0,69,335,0
53,7,66,28,0,68,406,0
5,225,66,29,0,66,695,0
109,188,66,26,0,69,278,0
74,107,66,31,0,66,125,0
130,7,66,33,0,66,271,0
127,136,66,33,0,66,40,0
112,210,66,25,1,69,685,0
140,188,66,28,0,66,356,0
44,136,66,25,1,69,619,0
127,48,66,28,0,67,36,0
127,7,66,28,0,66,40,0
29,19,66,33,1,66,63,0
21,7,66,33,0,66,669,0
74,48,66,32,0,66,79,0
124,5,66,28,0,66,300,0
120,7,66,26,1,69,700,0
56,84,66,27,0,66,241,0
5,9,66,30,0,66,670,0
28,38,66,26,0,69,345,0
46,86,66,29,1,66,359,0
44,39,66,25,3,71,441,0
56,23,66,27,0,67,675,0
109,225,66,26,2,68,382,0
120,76,66,28,1,66,699,0
153,115,66,30,0,66,495,0
52,210,66,27,0,67,623,0
24,8,66,27,1,68,340,0
82,0,66,28,0,66,331,0
6,206,66,28,0,66,387,0
153,60,66,28,0,66,456,0
128,38,66,27,0,67,619,0
153,48,66,34,0,66,360,0
44,188,66,26,0,68,14,0
153,188,66,29,1,66,335,0
69,48,66,36,8,66,302,0
101,62,66,28,2,66,187,0
21,7,66,27,0,68,402,0
110,84,66,26,0,69,296,0
74,7,66,26,0,68,651,0
33,48,66,27,1,70,423,0
129,7,66,30,0,66,384,0
94,188,66,28,0,66,402,0
52,7,66,30,0,66,12,0
21,148,66,27,1,66,586,0
18,136,66,30,7,66,302,0
74,212,66,28,4,66,138,0
74,22,66,27,0,67,493,0
80,8,66,30,0,66,381,0
104,22,66,26,0,69,251,0
44,22,66,26,1,67,704,0
39,38,66,29,0,66,469,0
39,173,66,29,1,66,469,0
56,101,66,28,0,66,387,0
44,11,66,27,1,70,572,0
75,22,66,30,0,66,18,0
52,48,66,27,1,67,18,0
52,48,66,27,1,68,623,0
128,101,66,26,0,71,348,0
128,22,66,27,1,67,23,0
120,7,66,28,0,68,603,0
44,7,66,27,1,68,136,0
56,79,66,26,0,67,255,0
39,39,66,28,0,66,22,0
6,48,66,26,0,70,241,0
120,101,66,31,0,66,51,0
97,189,66,26,2,69,165,0
74,7,66,31,1,66,138,0
112,50,66,26,0,69,556,0
104,187,66,28,2,66,519,0
104,7,66,28,1,67,251,0
44,48,66,27,0,71,83,0
59,48,66,28,0,69,351,0
81,188,66,27,0,67,709,0
52,206,66,31,1,66,324,0
44,7,66,26,0,70,348,0
44,188,66,27,0,66,631,0
124,7,66,31,0,66,653,0
74,212,66,32,0,66,673,0
56,69,66,34,0,66,252,0
154,148,66,28,0,66,435,0
104,50,66,29,0,66,251,0
56,78,66,29,0,66,618,0
55,188,66,27,1,67,51,0
60,7,66,27,1,69,599,0
153,50,66,28,1,66,532,0
74,179,66,31,0,66,187,0
37,20,66,29,0,66,369,0
56,9,66,32,0,66,281,0
104,188,66,27,1,67,587,0
17,188,66,27,0,66,570,0
158,188,66,26,0,67,505,0
82,48,66,31,0,66,268,0
44,48,66,27,0,69,288,0
44,7,66,27,1,69,704,0
140,52,66,28,0,68,476,0
123,101,66,29,0,66,223,0
44,22,66,27,0,67,423,0
128,227,66,29,0,66,619,0
82,7,66,28,0,68,632,0
82,8,66,27,0,69,632,0
82,7,66,32,0,66,372,0
154,201,66,28,0,66,182,0
26,50,66,28,0,66,105,0
27,231,66,32,1,66,302,0
44,48,66,27,1,70,506,0
82,79,66,29,0,66,312,0
44,39,66,26,0,69,543,0
56,148,66,29,0,66,306,0
136,22,66,32,0,66,228,0
74,9,66,28,0,66,497,0
44,50,66,26,0,67,478,0
128,189,66,27,0,67,619,0
6,149,66,30,0,66,701,0
44,136,66,26,0,67,25,0
104,137,66,27,0,67,346,0
44,22,66,27,0,67,650,0
38,48,66,27,1,69,625,0
112,103,66,27,1,71,581,0
112,101,66,26,0,69,445,0
51,187,66,30,0,66,334,0
44,22,66,26,2,68,629,0
153,7,66,27,1,67,646,0
140,50,66,30,0,66,569,0
23,8,66,28,0,67,590,0
44,115,66,27,0,67,525,0
120,188,66,26,1,69,496,0
153,48,66,28,0,66,532,0
64,148,66,26,0,67,180,0
56,7,66,27,0,66,1,0
101,188,66,29,0,66,527,0
44,188,66,27,1,67,368,0
11,48,66,26,1,69,569,0
74,62,66,31,0,66,303,0
136,101,66,27,2,67,109,0
57,22,66,28,0,67,202,0
41,188,66,29,0,66,605,0
74,48,66,30,3,67,438,0
56,23,66,30,1,66,246,0
6,188,66,27,0,67,387,0
136,8,66,29,1,66,238,0
128,39,66,28,0,66,88,0
56,7,66,28,0,68,318,0
44,19,66,29,0,66,82,0
44,7,66,26,0,69,83,0
44,7,66,28,0,66,355,0
128,7,66,34,2,66,348,0
123,22,66,28,0,67,621,0
38,22,66,27,0,67,402,0
39,84,66,30,0,66,444,0
32,188,66,28,0,66,520,0
15,39,66,28,1,66,145,0
149,136,66,30,0,66,315,0
39,50,66,29,0,66,524,0
39,103,66,30,0,66,349,0
44,19,66,31,0,66,231,0
56,188,66,33,0,66,226,0
6,148,66,28,0,66,550,0
37,48,66,28,3,68,368,0
6,162,66,32,1,66,564,0
27,127,66,31,2,66,77,0
123,7,66,29,0,67,223,0
124,22,66,30,0,66,673,0
136,62,66,34,0,66,531,0
97,118,66,32,1,66,307,0
50,200,66,28,0,67,7,0
39,39,66,28,0,66,424,0
140,22,66,33,0,66,70,0
39,188,66,29,1,66,554,0
109,188,66,31,2,66,359,0
97,188,66,29,0,66,446,0
152,7,66,35,0,66,30,0
120,0,66,31,0,66,565,0
38,7,66,28,0,68,88,0
15,188,66,28,0,66,164,0
156,52,66,33,0,66,442,0
156,8,66,30,0,66,363,0
118,188,66,30,0,66,240,0
118,22,66,32,0,66,144,0
29,19,66,36,2,66,370,0
15,52,66,35,1,66,161,0
26,62,66,35,3,66,112,0
111,180,66,29,0,66,631,0
44,188,66,26,1,69,506,0
33,48,66,27,0,67,7,0
149,48,66,30,0,66,393,0
111,188,66,29,2,66,631,0
44,22,66,30,2,66,460,0
37,103,66,28,0,68,189,0
136,62,66,30,0,66,114,0
74,39,66,30,0,66,501,0
44,38,66,28,0,66,98,0
104,48,66,29,1,68,611,0
141,48,66,32,1,66,269,0
17,38,66,34,2,66,386,0
141,210,66,31,0,66,260,0
56,48,66,31,2,66,637,0
56,7,66,33,0,66,351,0
120,101,66,32,0,66,699,0
6,7,66,32,0,66,241,0
153,48,66,33,0,66,139,0
44,39,66,29,0,66,318,0
56,22,66,31,0,66,567,0
104,8,66,33,0,66,519,0
55,76,66,33,0,66,700,0
74,199,66,29,0,66,187,0
44,137,66,28,0,66,368,0
44,188,66,29,0,66,650,0
101,88,66,30,0,66,404,0
5,7,66,30,0,66,695,0
6,22,66,31,0,66,315,0
82,48,66,31,0,66,372,0
27,188,66,31,0,66,342,0
44,76,66,31,1,66,25,0
52,48,66,30,0,66,402,0
117,146,66,34,0,66,613,0
133,7,66,33,0,66,379,0
44,50,66,29,1,66,288,0
11,50,66,27,1,67,9,0
136,69,66,31,0,66,509,0
56,50,66,31,0,66,379,0
136,22,66,28,0,66,553,0
112,103,66,29,0,66,630,0
120,77,66,30,0,66,32,0
129,148,66,33,0,66,18,0
38,8,66,32,0,66,425,0
44,70,66,30,1,66,291,0
123,39,66,30,0,66,92,0
56,231,66,33,0,66,555,0
56,22,66,33,0,66,26,0
52,22,66,29,0,66,341,0
140,36,66,31,0,66,358,0
44,22,66,30,1,66,88,0
140,48,66,31,0,66,221,0
136,188,66,35,0,66,8,0
44,83,66,30,0,66,98,0
74,231,66,35,0,66,497,0
74,48,66,39,0,66,673,0
90,158,66,30,1,66,358,0
44,22,66,30,0,66,423,0
123,22,66,31,0,66,537,0
112,48,66,29,1,68,678,0
104,101,66,32,0,66,346,0
111,19,66,29,0,66,82,0
48,180,66,32,0,66,556,0
104,9,66,33,0,66,611,0
133,48,66,32,0,66,392,0
68,48,66,32,0,66,348,0
68,188,66,34,0,66,302,0
123,4,66,31,0,66,368,0
39,48,66,32,0,66,349,0
39,188,66,30,0,66,637,0
39,48,66,30,2,67,339,0
27,193,66,32,1,66,77,0
92,188,66,36,0,66,33,0
6,23,66,33,0,66,241,0
6,48,66,34,0,66,550,0
79,116,66,32,0,66,676,0
123,0,66,26,0,69,590,0
112,7,66,32,0,66,622,0
18,52,66,34,2,66,302,0
74,101,66,35,1,66,229,0
44,7,66,30,0,66,431,0
52,7,66,32,0,66,634,0
27,101,66,32,0,66,592,0
27,153,66,32,0,66,205,0
27,9,66,33,0,66,592,0
27,48,66,31,2,66,345,0
54,103,66,32,2,66,359,0
81,188,66,36,1,66,597,0
5,53,66,32,0,66,436,0
153,48,66,35,1,66,456,0
106,7,66,38,0,66,696,0
136,155,66,33,1,66,109,0
56,115,66,31,0,66,524,0
4,52,66,35,1,66,153,0
153,48,66,33,0,66,202,0
39,7,66,31,1,66,22,0
44,151,66,30,0,66,502,0
120,77,66,33,1,66,695,0
121,77,66,33,0,66,56,0
5,50,66,31,0,66,435,0
153,50,66,36,0,66,397,0
136,50,66,32,2,66,109,0
74,64,66,33,0,66,651,0
74,84,66,32,0,66,497,0
141,201,66,32,1,66,271,0
141,101,66,32,0,66,273,0
120,115,66,34,0,66,603,0
56,48,66,36,0,66,4,0
97,8,66,33,6,66,507,0
154,212,66,36,0,66,129,0
120,206,66,32,0,66,394,0
120,30,66,36,1,66,699,0
153,50,66,35,1,66,139,0
112,7,66,33,0,66,581,0
15,149,66,37,1,66,174,0
158,101,66,31,0,66,416,0
44,7,66,32,0,66,416,0
44,77,66,32,0,66,237,0
6,48,66,33,0,66,256,0
44,22,66,34,0,66,463,0
149,22,66,33,0,66,705,0
44,188,66,33,0,66,431,0
