nationality,position,overall,age,hits,potential,team,class
124,7,59,33,1,59,296,0
4,48,59,27,0,62,234,0
52,19,59,27,1,60,628,0
97,52,59,24,0,62,177,0
101,188,59,22,0,68,228,0
156,188,59,28,0,59,62,0
124,8,59,26,0,63,295,0
132,22,59,24,0,64,295,0
154,221,59,21,0,68,156,0
136,188,59,28,0,59,400,0
26,38,59,24,0,66,185,0
41,50,59,23,0,65,119,0
153,0,59,21,0,69,105,0
26,7,59,21,0,67,663,0
161,186,59,25,2,64,15,0
117,101,59,22,0,66,176,0
117,38,59,29,0,59,176,0
117,76,59,22,0,69,168,0
117,22,59,29,0,59,168,0
156,187,59,19,3,71,708,0
29,136,59,24,0,64,708,0
156,19,59,26,0,63,708,0
154,48,59,22,0,68,157,0
154,9,59,25,0,65,157,0
4,50,59,22,0,68,490,0
52,228,59,19,0,71,290,0
52,225,59,20,0,68,47,0
117,188,59,21,1,71,175,0
117,136,59,18,0,71,175,0
118,101,59,31,1,59,152,0
118,7,59,25,2,62,152,0
52,22,59,23,2,68,316,0
41,48,59,26,0,64,399,0
136,7,59,22,1,68,533,0
156,48,59,24,1,67,122,0
156,0,59,22,2,67,122,0
77,144,59,28,0,59,598,0
118,48,59,24,1,63,144,0
15,48,59,27,0,62,161,0
33,188,59,29,1,59,12,0
76,0,59,20,0,70,378,0
154,38,59,20,0,67,418,0
136,48,59,20,0,69,238,0
59,39,59,19,0,71,479,0
59,7,59,20,0,70,479,0
104,0,59,21,0,67,480,0
56,52,59,21,0,71,293,0
44,7,59,21,0,70,102,0
154,19,59,24,1,65,63,0
97,52,59,25,1,64,194,0
52,38,59,23,0,67,324,0
136,188,59,21,0,71,111,0
52,188,59,21,0,71,270,0
37,7,59,25,1,64,471,0
120,50,59,22,0,68,51,0
97,38,59,21,0,64,166,0
104,188,59,19,0,70,254,0
120,179,59,20,0,69,520,0
11,76,59,21,0,71,294,0
127,50,59,25,0,61,31,0
156,7,59,38,1,59,442,0
70,8,59,39,2,59,302,0
70,188,59,35,0,59,302,0
70,188,59,23,10,61,302,0
70,48,59,31,2,60,302,0
70,7,59,31,0,59,302,0
127,50,59,25,0,64,24,0
52,22,59,21,0,66,45,0
124,38,59,20,1,69,295,0
56,104,59,24,0,64,555,0
11,101,59,20,1,70,378,0
29,148,59,23,0,66,200,0
44,38,59,21,0,68,502,0
56,52,59,23,0,67,276,0
56,62,59,21,0,67,335,0
56,9,59,25,0,64,247,0
77,103,59,27,0,61,706,0
11,38,59,21,0,69,290,0
56,19,59,23,0,67,614,0
56,48,59,21,1,71,614,0
124,30,59,21,0,70,56,0
11,0,59,24,0,66,296,0
56,52,59,21,0,70,609,0
52,7,59,21,0,70,16,0
39,7,59,29,0,60,424,0
124,48,59,22,0,67,295,0
26,19,59,19,0,68,663,0
26,38,59,23,0,68,185,0
127,188,59,24,0,66,235,0
56,148,59,23,0,68,246,0
104,48,59,29,0,60,519,0
108,188,59,26,0,63,34,0
127,143,59,32,0,59,28,0
141,22,59,25,0,66,587,0
52,168,59,21,0,70,248,0
52,83,59,34,0,59,248,0
11,0,59,20,1,70,627,0
52,8,59,20,0,71,132,0
11,188,59,21,1,68,545,0
52,136,59,22,0,70,47,0
135,231,59,25,0,62,696,0
124,50,59,22,0,65,179,0
153,188,59,22,0,68,396,0
125,143,59,21,0,69,422,0
56,127,59,22,0,67,562,0
44,7,59,34,0,59,102,0
44,70,59,26,0,64,102,0
44,188,59,28,0,59,102,0
44,38,59,23,0,68,102,0
153,48,59,21,0,68,495,0
29,188,59,23,0,68,476,0
32,188,59,22,0,65,652,0
130,48,59,29,0,61,637,0
29,101,59,22,0,67,475,0
75,188,59,28,0,59,132,0
44,48,59,27,1,63,102,0
136,39,59,25,2,64,526,0
123,7,59,21,0,71,590,0
4,7,59,21,0,67,50,0
26,115,59,23,0,66,197,0
112,127,59,23,0,66,444,0
56,127,59,22,0,66,555,0
69,50,59,27,0,60,70,0
52,19,59,24,0,66,669,0
104,101,59,21,0,70,480,0
123,148,59,23,0,68,186,0
104,0,59,19,2,71,682,0
141,172,59,22,1,68,455,0
77,188,59,20,0,71,672,0
77,190,59,21,0,68,131,0
17,7,59,24,0,67,711,0
120,50,59,22,0,67,699,0
21,52,59,21,0,69,132,0
136,7,59,26,0,66,308,0
29,50,59,21,0,66,370,0
26,39,59,21,0,68,664,0
104,38,59,20,0,69,667,0
6,39,59,20,0,70,241,0
52,19,59,21,0,71,448,0
57,187,59,20,0,71,263,0
120,48,59,27,2,61,408,0
104,187,59,20,0,71,9,0
56,48,59,20,0,68,565,0
120,188,59,22,0,66,707,0
56,222,59,23,0,65,281,0
56,7,59,21,1,69,639,0
56,57,59,30,1,59,639,0
56,48,59,21,0,70,351,0
56,7,59,21,0,69,351,0
111,7,59,20,0,70,634,0
88,136,59,24,0,65,273,0
56,39,59,25,0,63,639,0
56,48,59,21,1,65,281,0
104,48,59,21,0,71,294,0
44,39,59,20,0,70,136,0
52,103,59,21,0,70,225,0
82,7,59,24,0,66,204,0
123,103,59,20,2,69,431,0
44,7,59,20,1,71,621,0
82,38,59,22,0,69,361,0
52,101,59,25,0,64,574,0
27,156,59,24,0,65,328,0
127,7,59,25,0,64,235,0
56,7,59,21,0,70,335,0
44,188,59,22,2,69,694,0
27,8,59,25,0,65,141,0
77,48,59,25,0,64,453,0
111,52,59,22,0,68,419,0
52,48,59,24,0,66,258,0
59,188,59,25,0,64,337,0
44,38,59,24,0,66,288,0
112,48,59,24,1,66,526,0
5,195,59,20,0,70,459,0
112,11,59,21,0,69,581,0
29,50,59,27,0,60,200,0
101,188,59,22,0,70,466,0
52,188,59,22,1,68,466,0
123,50,59,22,0,68,86,0
29,151,59,22,0,71,489,0
135,188,59,27,2,60,436,0
44,52,59,22,0,67,502,0
77,48,59,21,0,68,131,0
77,77,59,22,1,68,239,0
29,52,59,22,0,70,363,0
6,7,59,21,0,68,241,0
153,48,59,21,2,71,2,0
26,110,59,22,0,70,107,0
4,48,59,23,0,67,85,0
44,188,59,21,0,70,537,0
104,48,59,21,0,70,254,0
127,69,59,30,0,59,206,0
104,48,59,20,0,69,667,0
57,206,59,21,0,70,712,0
127,62,59,24,0,66,33,0
39,199,59,20,0,69,294,0
64,103,59,22,0,70,628,0
38,48,59,28,0,62,587,0
27,50,59,30,0,59,591,0
44,50,59,21,0,70,180,0
44,188,59,21,2,70,97,0
44,7,59,21,3,71,11,0
149,74,59,27,0,59,705,0
56,69,59,26,0,60,276,0
57,48,59,21,0,68,378,0
56,48,59,25,0,64,565,0
22,115,59,25,0,64,353,0
52,7,59,23,1,70,18,0
127,22,59,23,0,68,41,0
44,104,59,21,1,66,690,0
29,19,59,22,0,68,364,0
127,103,59,25,0,66,235,0
123,48,59,20,0,67,604,0
29,103,59,22,0,71,214,0
44,180,59,21,0,71,83,0
29,7,59,24,0,68,62,0
69,101,59,22,0,70,279,0
44,22,59,21,0,71,583,0
30,50,59,22,0,70,324,0
153,115,59,25,0,66,202,0
44,9,59,23,2,63,449,0
52,50,59,23,0,67,587,0
82,127,59,26,0,61,371,0
44,188,59,21,0,68,462,0
112,50,59,29,0,59,395,0
127,22,59,25,0,63,24,0
44,188,59,22,0,67,124,0
123,22,59,22,0,69,86,0
123,50,59,21,0,69,689,0
44,180,59,22,0,69,440,0
123,19,59,22,0,66,86,0
127,221,59,24,0,65,36,0
33,50,59,22,1,69,555,0
44,101,59,22,0,64,634,0
127,117,59,24,0,66,36,0
127,7,59,26,0,62,34,0
44,188,59,22,1,70,121,0
29,76,59,22,0,66,44,0
128,103,59,21,0,71,619,0
44,187,59,22,2,69,325,0
56,48,59,23,0,69,276,0
158,22,59,22,0,70,325,0
29,101,59,23,0,70,535,0
82,7,59,27,0,62,577,0
44,7,59,21,1,71,11,0
44,8,59,22,0,68,689,0
44,103,59,21,1,68,634,0
5,50,59,23,0,65,459,0
5,7,59,22,0,68,128,0
6,149,59,20,0,70,550,0
109,231,59,23,0,67,599,0
44,48,59,23,0,69,180,0
27,7,59,23,1,70,329,0
56,48,59,24,0,67,677,0
128,22,59,22,0,68,631,0
77,48,59,29,0,61,672,0
29,50,59,23,0,68,200,0
104,22,59,24,0,66,251,0
27,170,59,27,1,61,345,0
44,22,59,24,0,65,190,0
44,137,59,21,2,70,548,0
123,52,59,22,0,69,86,0
44,173,59,22,1,69,419,0
44,103,59,22,0,70,188,0
35,48,59,25,0,65,471,0
112,188,59,22,0,68,468,0
109,212,59,23,0,68,468,0
104,7,59,23,0,67,282,0
44,7,59,23,0,70,88,0
44,188,59,22,1,68,291,0
44,38,59,21,0,70,223,0
52,8,59,23,1,71,523,0
5,22,59,23,0,63,96,0
44,221,59,22,0,69,354,0
39,185,59,22,3,69,702,0
128,7,59,23,2,68,449,0
153,188,59,24,0,64,60,0
39,151,59,24,0,65,349,0
127,48,59,29,1,59,34,0
44,101,59,24,2,66,460,0
44,136,59,22,2,70,414,0
153,103,59,29,0,61,476,0
27,207,59,23,0,68,76,0
44,52,59,22,3,70,236,0
82,216,59,28,0,59,585,0
44,48,59,22,0,65,506,0
44,188,59,24,1,68,572,0
27,7,59,32,1,59,703,0
44,38,59,25,0,64,288,0
27,22,59,27,0,60,641,0
127,108,59,28,0,61,28,0
44,80,59,24,0,66,628,0
127,48,59,25,0,65,38,0
27,9,59,26,0,62,373,0
141,115,59,25,0,64,587,0
97,48,59,27,1,64,166,0
97,42,59,26,0,64,177,0
149,7,59,25,0,66,391,0
27,136,59,26,0,60,596,0
44,50,59,24,0,66,124,0
44,62,59,29,0,59,121,0
52,48,59,26,0,64,60,0
111,50,59,24,1,65,190,0
52,48,59,26,2,63,324,0
112,48,59,28,0,62,70,0
27,155,59,29,0,59,205,0
82,83,59,28,0,59,361,0
82,19,59,32,0,59,331,0
44,84,59,24,1,65,124,0
140,48,59,23,0,64,282,0
109,50,59,23,0,67,136,0
54,212,59,26,0,62,676,0
44,201,59,24,0,65,237,0
44,1,59,23,0,68,190,0
44,148,59,25,0,62,337,0
27,48,59,38,0,59,76,0
141,22,59,25,3,63,702,0
26,48,59,34,0,59,185,0
121,77,59,25,0,62,25,0
74,212,59,26,0,62,493,0
158,48,59,26,0,64,192,0
82,121,59,30,0,59,371,0
82,143,59,30,0,59,361,0
127,110,59,29,0,59,206,0
44,180,59,27,0,59,427,0
5,48,59,29,0,59,459,0
127,7,59,30,0,59,28,0
39,48,59,24,1,67,21,0
82,91,59,26,0,60,331,0
44,188,59,26,0,62,136,0
127,136,59,29,0,59,32,0
106,48,59,26,1,62,96,0
111,22,59,26,1,62,572,0
44,101,59,29,0,59,462,0
5,22,59,25,0,61,128,0
123,31,59,28,0,59,285,0
44,38,59,27,1,59,462,0
158,7,59,26,0,60,650,0
128,103,59,28,0,61,217,0
44,210,59,27,0,60,449,0
82,143,59,33,0,59,331,0
123,189,59,28,1,59,604,0
18,48,59,30,0,60,13,0
44,48,59,29,0,60,449,0
82,109,59,36,2,59,331,0
123,161,59,30,0,59,285,0
44,7,59,30,1,59,121,0
123,193,59,32,0,59,690,0
44,148,59,34,0,59,427,0
4,179,59,33,0,59,173,0
27,197,59,31,0,59,641,0
27,115,59,34,0,59,641,0
27,48,59,33,0,59,641,0
127,48,59,39,0,59,33,0
141,48,59,34,2,59,259,0
97,48,59,34,1,59,310,0
44,38,59,34,0,59,471,0
44,188,59,36,0,59,101,0
128,48,59,36,0,59,217,0
56,48,59,41,0,59,609,0
44,48,59,37,1,59,325,0
141,22,58,21,0,67,273,0
134,48,58,31,1,59,192,0
97,188,58,20,2,70,166,0
117,157,58,21,1,68,330,0
41,48,58,19,0,70,365,0
154,70,58,21,0,69,169,0
117,48,58,21,0,65,167,0
41,0,58,20,0,71,399,0
154,191,58,20,0,70,156,0
97,19,58,19,0,71,170,0
156,7,58,24,0,63,234,0
156,7,58,18,0,69,708,0
97,76,58,21,1,69,166,0
97,187,58,23,0,64,249,0
124,48,58,31,0,59,55,0
41,38,58,19,0,69,103,0
154,188,58,21,0,66,418,0
154,7,58,19,0,69,418,0
77,123,58,23,0,65,570,0
156,38,58,19,0,69,708,0
149,48,58,21,0,67,48,0
77,0,58,22,0,67,390,0
118,7,58,21,0,66,613,0
41,188,58,21,0,65,119,0
41,38,58,21,0,65,119,0
15,188,58,23,0,64,165,0
15,38,58,21,0,65,165,0
29,38,58,20,0,71,363,0
77,48,58,22,0,69,706,0
17,0,58,23,0,63,172,0
29,22,58,21,0,66,421,0
156,38,58,18,0,71,49,0
136,38,58,22,0,65,8,0
77,26,58,23,0,65,390,0
6,7,58,20,0,69,559,0
15,188,58,19,0,66,155,0
104,103,58,19,0,71,275,0
136,7,58,23,0,65,295,0
77,22,58,24,1,64,597,0
154,188,58,25,0,65,44,0
77,180,58,27,0,59,672,0
118,76,58,22,2,63,240,0
4,188,58,19,0,71,152,0
154,19,58,26,2,63,129,0
56,143,58,21,0,67,333,0
41,231,58,23,0,66,353,0
26,91,58,20,0,68,185,0
26,212,58,22,0,70,185,0
4,188,58,30,0,58,173,0
41,50,58,27,0,60,163,0
80,69,58,23,1,65,15,0
117,38,58,26,1,61,176,0
117,76,58,26,0,59,173,0
117,48,58,27,0,61,173,0
154,7,58,22,0,66,370,0
97,50,58,21,2,67,654,0
147,101,58,26,1,63,532,0
148,48,58,17,0,71,625,0
124,115,58,21,0,69,586,0
77,7,58,23,0,65,470,0
41,52,58,20,0,66,163,0
117,48,58,20,0,62,175,0
153,48,58,20,0,65,152,0
136,48,58,23,1,68,8,0
156,50,58,21,0,66,49,0
156,7,58,21,0,66,49,0
77,77,58,20,0,68,350,0
4,50,58,20,1,70,153,0
117,136,58,23,0,66,167,0
75,45,58,20,1,70,187,0
29,38,58,22,0,68,617,0
121,48,58,29,0,59,444,0
156,50,58,28,0,58,234,0
149,76,58,21,2,69,333,0
44,197,58,19,1,71,193,0
56,108,58,20,0,71,602,0
149,19,58,26,0,60,315,0
29,188,58,24,0,65,364,0
56,39,58,19,0,68,1,0
127,206,58,28,0,58,38,0
128,188,58,21,1,68,121,0
56,188,58,24,0,63,608,0
56,221,58,22,0,67,339,0
149,7,58,23,0,65,313,0
74,101,58,21,0,69,191,0
152,50,58,21,1,68,30,0
127,101,58,21,1,66,38,0
104,39,58,22,0,69,274,0
104,0,58,19,0,71,698,0
56,7,58,19,2,66,513,0
56,76,58,19,0,66,513,0
121,157,58,27,0,59,25,0
156,38,58,25,0,62,442,0
44,38,58,23,0,67,704,0
56,127,58,23,0,66,562,0
77,7,58,23,0,65,350,0
52,127,58,21,1,68,143,0
130,22,58,29,0,58,394,0
70,0,58,27,3,59,302,0
70,38,58,29,1,58,302,0
70,50,58,34,1,58,302,0
70,48,58,30,0,59,302,0
70,188,58,26,1,61,302,0
70,62,58,34,0,58,302,0
4,0,58,23,0,65,151,0
127,77,58,23,0,66,206,0
140,22,58,18,0,70,344,0
140,7,58,22,0,70,269,0
56,7,58,19,3,70,513,0
56,22,58,20,1,68,306,0
44,38,58,23,0,66,628,0
120,188,58,25,0,63,332,0
56,19,58,20,0,71,5,0
73,48,58,22,1,70,6,0
158,188,58,25,0,63,14,0
104,48,58,24,0,61,98,0
52,38,58,27,0,59,538,0
83,22,58,19,2,70,13,0
44,149,58,19,0,71,431,0
120,38,58,23,1,64,400,0
56,23,58,21,1,71,246,0
56,50,58,23,0,64,246,0
127,48,58,24,0,65,28,0
11,136,58,22,1,65,601,0
117,76,58,22,0,67,171,0
117,48,58,21,1,68,171,0
52,48,58,23,0,64,538,0
44,188,58,18,0,71,431,0
52,172,58,23,0,65,538,0
29,19,58,21,0,67,200,0
5,50,58,24,0,65,124,0
97,50,58,22,0,68,148,0
29,188,58,23,0,66,439,0
52,189,58,19,0,68,60,0
124,221,58,21,0,71,56,0
11,39,58,21,0,67,383,0
124,7,58,24,0,63,301,0
26,38,58,26,0,61,68,0
112,103,58,30,0,58,526,0
52,50,58,21,0,68,396,0
44,22,58,29,0,58,102,0
44,96,58,33,1,58,102,0
44,48,58,34,0,58,102,0
27,48,58,31,0,58,596,0
27,22,58,31,0,58,703,0
140,22,58,22,0,66,13,0
77,179,58,19,0,70,453,0
77,176,58,26,0,62,433,0
77,48,58,30,0,59,433,0
153,101,58,28,0,58,476,0
153,7,58,23,0,67,532,0
17,48,58,22,1,68,673,0
5,192,58,20,1,70,635,0
77,38,58,23,0,63,570,0
29,188,58,21,0,68,363,0
136,48,58,25,0,63,656,0
130,136,58,28,0,58,13,0
26,7,58,21,0,65,107,0
112,103,58,21,0,65,444,0
94,201,58,19,1,71,581,0
32,39,58,26,0,63,581,0
56,39,58,23,0,66,360,0
127,19,58,23,0,66,29,0
97,7,58,22,0,65,194,0
51,6,58,24,0,65,334,0
4,7,58,22,0,71,575,0
82,48,58,25,0,63,470,0
153,38,58,20,0,71,349,0
97,76,58,21,1,67,170,0
104,101,58,20,1,68,254,0
37,48,58,23,1,65,679,0
82,38,58,23,1,67,585,0
77,50,58,20,0,70,311,0
54,101,58,22,0,68,581,0
52,50,58,21,0,69,45,0
29,0,58,23,0,66,535,0
4,22,58,21,1,71,319,0
127,48,58,22,0,70,29,0
6,48,58,20,0,71,564,0
6,0,58,22,0,65,701,0
6,48,58,21,1,68,559,0
97,48,58,28,1,62,166,0
57,50,58,20,0,71,263,0
44,188,58,26,1,61,502,0
74,7,58,24,0,64,673,0
4,0,58,22,0,69,149,0
52,48,58,23,0,65,132,0
56,48,58,21,0,70,608,0
56,22,58,21,1,66,387,0
120,48,58,23,0,64,51,0
136,22,58,19,2,71,228,0
82,38,58,23,0,69,361,0
44,70,58,30,0,58,427,0
123,110,58,20,0,69,604,0
153,84,58,24,0,66,458,0
82,76,58,24,0,64,372,0
109,38,58,22,0,69,420,0
153,188,58,24,0,62,397,0
82,22,58,24,0,65,361,0
82,143,58,24,0,65,312,0
64,131,58,19,0,71,508,0
52,50,58,21,1,67,262,0
123,149,58,24,0,64,186,0
56,188,58,24,0,64,396,0
140,188,58,21,0,69,62,0
112,131,58,21,3,71,581,0
82,91,58,25,0,63,268,0
97,48,58,19,1,70,177,0
127,7,58,21,1,71,33,0
44,22,58,20,0,67,427,0
44,7,58,21,0,69,355,0
27,7,58,31,0,58,641,0
27,7,58,23,0,67,141,0
27,50,58,31,1,58,141,0
56,38,58,21,1,69,614,0
127,144,58,24,0,64,206,0
127,22,58,22,2,70,38,0
52,48,58,22,1,68,248,0
127,8,58,26,0,63,32,0
52,38,58,22,2,69,587,0
120,22,58,20,0,70,189,0
76,212,58,21,3,66,325,0
5,38,58,22,0,65,491,0
56,48,58,23,0,65,562,0
141,138,58,21,0,70,455,0
83,7,58,23,0,63,277,0
153,48,58,26,0,64,7,0
56,48,58,20,0,67,281,0
39,118,58,22,0,69,261,0
123,101,58,21,1,70,440,0
153,7,58,23,0,68,704,0
112,38,58,20,0,71,622,0
107,188,58,25,0,63,234,0
52,7,58,21,1,69,19,0
82,48,58,23,0,69,500,0
77,206,58,22,1,67,376,0
127,22,58,24,0,67,34,0
4,48,58,22,0,69,540,0
44,52,58,22,0,70,471,0
123,7,58,21,1,68,222,0
123,22,58,21,0,68,655,0
140,7,58,24,0,63,13,0
22,7,58,21,0,70,285,0
77,48,58,25,0,63,350,0
123,19,58,22,0,64,690,0
4,48,58,25,0,66,319,0
39,50,58,25,0,63,637,0
52,48,58,23,0,67,258,0
127,50,58,22,0,69,34,0
44,207,58,21,0,68,537,0
39,136,58,21,0,69,22,0
44,22,58,21,8,70,236,0
6,188,58,21,0,67,701,0
44,231,58,24,0,66,124,0
74,7,58,22,1,71,193,0
26,187,58,21,0,68,116,0
44,188,58,21,0,70,441,0
123,7,58,22,0,66,285,0
127,52,58,26,1,62,41,0
6,48,58,20,0,68,550,0
104,48,58,22,0,69,611,0
97,48,58,28,0,59,160,0
97,7,58,23,1,70,654,0
127,101,58,25,0,62,235,0
44,76,58,24,0,63,583,0
121,148,58,21,1,71,694,0
39,38,58,23,0,64,600,0
29,136,58,23,0,67,364,0
44,7,58,22,0,68,82,0
29,76,58,22,0,68,403,0
128,7,58,23,0,68,337,0
27,188,58,25,0,63,329,0
4,48,58,24,0,65,67,0
77,7,58,37,1,58,376,0
77,72,58,24,0,64,13,0
77,48,58,27,1,61,311,0
27,166,58,24,2,61,703,0
27,221,58,29,0,58,591,0
120,38,58,22,2,64,700,0
44,101,58,21,0,71,583,0
123,55,58,28,0,58,217,0
38,228,58,21,0,70,344,0
44,103,58,21,0,70,528,0
106,66,58,22,1,66,698,0
123,22,58,23,0,67,186,0
131,180,58,22,0,69,508,0
36,7,58,23,1,69,571,0
29,0,58,23,0,65,370,0
127,19,58,27,0,61,28,0
44,151,58,25,0,61,427,0
44,48,58,25,0,62,92,0
123,52,58,23,0,64,604,0
123,48,58,24,0,65,186,0
44,103,58,23,2,64,25,0
44,84,58,22,1,68,325,0
29,76,58,24,0,64,364,0
44,212,58,23,0,65,136,0
127,48,58,25,0,64,24,0
74,103,58,24,0,65,582,0
44,64,58,21,0,71,101,0
123,188,58,23,0,65,223,0
27,22,58,27,0,59,342,0
27,230,58,22,0,64,345,0
4,211,58,27,0,58,159,0
161,189,58,23,0,66,455,0
127,48,58,25,2,64,28,0
27,39,58,28,0,58,141,0
27,62,58,39,0,58,141,0
44,48,58,25,0,63,502,0
44,136,58,22,0,67,92,0
5,48,58,23,0,66,128,0
44,188,58,23,0,64,190,0
18,48,58,23,0,65,121,0
112,95,58,24,0,64,581,0
52,50,58,24,0,63,270,0
44,48,58,22,2,70,429,0
27,9,58,25,0,59,641,0
44,22,58,24,1,64,712,0
26,7,58,23,0,66,197,0
27,179,58,30,0,58,596,0
44,48,58,23,1,64,121,0
106,157,58,26,0,59,96,0
29,188,58,23,1,67,489,0
74,48,58,25,1,66,138,0
127,22,58,27,0,61,28,0
44,48,58,25,1,63,441,0
39,148,58,27,0,58,349,0
26,0,58,25,0,63,68,0
125,7,58,26,0,63,13,0
120,65,58,26,0,59,400,0
26,7,58,24,0,67,113,0
31,48,58,26,1,61,449,0
44,189,58,25,1,63,217,0
44,188,58,25,0,62,414,0
44,48,58,24,0,64,508,0
127,101,58,30,0,58,24,0
56,48,58,26,0,62,246,0
160,227,58,25,1,61,337,0
127,39,58,28,0,59,33,0
97,50,58,25,1,61,310,0
127,50,58,30,1,58,28,0
111,70,58,25,2,61,449,0
140,101,58,31,0,58,282,0
123,104,58,25,0,61,604,0
44,83,58,26,0,59,502,0
156,62,58,32,0,58,122,0
123,48,58,28,0,61,223,0
44,38,58,27,1,61,463,0
123,39,58,28,0,58,285,0
154,206,58,30,0,58,159,0
44,136,58,27,0,58,427,0
4,84,58,29,0,58,217,0
27,48,58,32,0,58,342,0
44,48,58,30,0,59,308,0
27,84,58,40,3,58,238,0
27,48,58,35,0,58,596,0
97,148,58,31,0,58,240,0
27,7,58,34,0,58,76,0
27,48,58,35,0,58,205,0
27,22,58,33,0,58,141,0
27,153,58,33,0,58,141,0
27,147,58,35,0,58,703,0
27,133,58,35,0,58,205,0
44,101,58,34,0,58,25,0
44,188,58,37,0,58,121,0
44,206,58,41,4,58,449,0
26,7,57,18,0,68,181,0
18,48,57,22,0,66,302,0
22,48,57,29,0,59,359,0
128,188,57,21,0,70,348,0
117,7,57,21,0,65,330,0
154,157,57,19,0,71,169,0
117,38,57,20,0,67,167,0
4,48,57,20,0,70,159,0
136,188,57,21,0,71,533,0
130,136,57,26,2,58,223,0
53,7,57,20,0,70,60,0
149,62,57,19,0,70,710,0
41,7,57,19,0,68,73,0
118,7,57,19,0,67,240,0
118,101,57,18,1,70,240,0
118,48,57,18,0,69,240,0
118,48,57,18,0,68,240,0
56,228,57,20,0,67,255,0
117,188,57,19,0,68,330,0
41,38,57,18,0,70,103,0
15,19,57,20,0,67,155,0
133,144,57,20,0,71,409,0
153,7,57,19,1,70,61,0
154,101,57,21,0,66,129,0
154,157,57,22,0,66,157,0
4,188,57,31,0,57,116,0
77,8,57,23,0,67,390,0
41,76,57,19,0,69,119,0
41,38,57,20,0,65,119,0
41,101,57,20,0,65,119,0
17,0,57,23,0,66,189,0
15,22,57,23,0,63,165,0
15,136,57,20,1,66,145,0
117,7,57,20,0,65,168,0
56,38,57,21,1,68,137,0
39,188,57,21,0,66,469,0
118,48,57,21,0,67,198,0
26,48,57,29,0,58,197,0
127,108,57,25,0,62,34,0
17,148,57,20,0,68,569,0
15,101,57,21,0,64,164,0
26,50,57,21,0,66,116,0
4,1,57,25,1,60,210,0
26,38,57,20,1,71,664,0
118,19,57,28,1,57,152,0
127,206,57,21,0,66,41,0
31,101,57,25,0,62,344,0
41,22,57,21,0,66,397,0
97,1,57,22,0,66,194,0
97,7,57,20,0,67,194,0
44,76,57,26,2,58,628,0
52,0,57,20,0,68,143,0
41,38,57,24,0,62,163,0
15,38,57,22,0,65,174,0
136,103,57,20,0,66,551,0
77,7,57,22,0,65,681,0
77,149,57,23,0,64,239,0
77,50,57,23,0,63,311,0
104,48,57,21,0,68,611,0
136,38,57,21,0,68,551,0
59,48,57,20,1,71,479,0
117,38,57,21,0,65,176,0
156,188,57,19,0,68,708,0
52,185,57,20,1,65,538,0
97,101,57,21,0,65,580,0
118,83,57,21,0,63,152,0
124,101,57,22,0,68,300,0
41,212,57,27,1,57,119,0
41,7,57,21,0,65,119,0
154,48,57,23,0,62,129,0
109,188,57,22,0,69,259,0
44,188,57,21,0,67,449,0
26,38,57,20,0,68,662,0
156,50,57,21,0,62,49,0
118,50,57,25,0,60,144,0
15,19,57,23,0,65,155,0
15,39,57,27,0,58,155,0
4,188,57,28,0,57,159,0
66,188,57,23,0,63,532,0
59,188,57,25,1,62,296,0
41,50,57,23,0,66,73,0
154,188,57,23,0,65,156,0
106,39,57,18,0,70,692,0
94,50,57,19,1,71,640,0
104,48,57,20,0,69,254,0
44,187,57,21,0,71,619,0
127,50,57,24,0,63,206,0
57,101,57,20,0,69,486,0
112,7,57,26,0,62,337,0
77,136,57,23,0,65,390,0
77,188,57,23,3,64,570,0
149,101,57,20,0,69,391,0
149,101,57,25,0,62,333,0
4,136,57,27,0,57,296,0
149,50,57,18,0,69,389,0
44,38,57,22,0,68,124,0
140,38,57,24,0,66,359,0
104,48,57,20,0,69,9,0
104,48,57,23,0,63,519,0
127,48,57,29,0,57,206,0
152,19,57,21,0,68,30,0
5,22,57,22,0,67,695,0
52,38,57,21,0,67,471,0
26,103,57,20,0,68,197,0
21,48,57,20,0,70,45,0
124,76,57,21,0,67,179,0
52,76,57,21,0,67,486,0
52,50,57,21,0,67,230,0
5,7,57,23,0,65,635,0
57,77,57,19,1,70,143,0
156,7,57,25,0,62,442,0
11,62,57,20,0,68,492,0
156,19,57,30,0,57,62,0
52,38,57,23,1,66,620,0
29,48,57,23,0,65,364,0
141,19,57,24,2,62,565,0
70,19,57,35,0,57,302,0
141,221,57,24,0,64,455,0
98,48,57,21,0,69,296,0
56,48,57,21,0,68,379,0
52,19,57,21,2,71,225,0
52,48,57,22,1,67,143,0
99,188,57,26,0,60,394,0
56,48,57,23,0,66,247,0
44,225,57,21,0,70,180,0
39,188,57,23,0,63,600,0
124,48,57,26,0,60,12,0
120,115,57,27,1,58,400,0
120,76,57,21,1,71,411,0
56,48,57,23,0,67,137,0
44,103,57,24,0,64,414,0
44,50,57,20,0,70,607,0
52,39,57,22,0,64,538,0
44,7,57,22,0,67,124,0
44,0,57,28,0,58,463,0
52,38,57,19,1,67,140,0
56,188,57,28,0,57,618,0
56,103,57,23,0,63,618,0
52,11,57,21,0,69,16,0
44,228,57,20,0,71,291,0
27,48,57,31,0,57,76,0
29,38,57,21,0,69,44,0
124,22,57,22,0,65,296,0
124,48,57,22,0,65,298,0
124,83,57,21,0,66,179,0
5,103,57,19,2,66,128,0
5,19,57,21,0,67,128,0
